Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
protectyourmove.gov,https://www.protectyourmove.gov,True,True,http://www.fmcsa.dot.gov/protect-your-move,True,True,False,True,False,False,False,,,False,False,True,False
psa.gov,http://psa.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
psc.gov,http://www.psc.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
pscr.gov,http://www.pscr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
psob.gov,https://www.psob.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ptf.gov,http://www.ptf.gov,True,True,,False,False,False,False,False,True,False,,,False,False,True,False
ptt.gov,http://ptt.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
pubmed.gov,http://www.pubmed.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,True,False,False,False,False,False,False,,,False,False,False,False
pubmedcentral.gov,http://www.pubmedcentral.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,False,True,False,,,False,False,False,False
purchasing.gov,http://purchasing.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
qatesttwai.gov,https://www.qatesttwai.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
quic.gov,http://www.quic.gov,True,True,http://archive.ahrq.gov/quic/,False,False,False,False,False,True,False,,,False,False,False,False
quick.gov,http://www.quick.gov,True,True,,False,False,False,False,False,True,False,,,False,False,True,False
ratb.gov,http://ratb.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
rcfl.gov,http://www.rcfl.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
reachhigher.gov,http://www.reachhigher.gov,True,True,https://www.whitehouse.gov/reach-higher,True,False,False,False,False,False,False,,,False,False,False,False
read.gov,http://read.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ready.gov,http://www.ready.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
readybusiness.gov,http://www.readybusiness.gov,True,True,http://www.ready.gov/business,False,False,True,False,False,True,False,,,False,False,False,False
reaganlibrary.gov,http://reaganlibrary.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
realestatesales.gov,http://realestatesales.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
realpropertyprofile.gov,https://www.realpropertyprofile.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
recalls.gov,http://www.recalls.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
recordsmanagement.gov,http://recordsmanagement.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
recovery.gov,http://www.recovery.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
recoverymonth.gov,http://recoverymonth.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
recreation.gov,http://www.recreation.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
reentry.gov,http://www.reentry.gov,True,True,http://csgjusticecenter.org/nrrc/,False,False,False,False,False,False,False,,,False,False,False,False
reginfo.gov,http://reginfo.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
regulation.gov,http://regulation.gov,True,True,http://www.regulations.gov/,False,False,False,False,False,False,False,,,False,False,False,True
regulations.gov,http://www.regulations.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
relocatefeds.gov,http://relocatefeds.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
reo.gov,http://reo.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
reportband.gov,http://www.reportband.gov,True,True,https://www.pwrc.usgs.gov/bbl/bblretrv/,False,False,False,False,False,False,False,,,False,False,False,False
republicans.gov,http://www.republicans.gov,True,True,http://www.majorityleader.gov/,False,False,False,False,False,True,False,,,False,False,False,False
research.gov,http://www.research.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
restorethegulf.gov,http://restorethegulf.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
rivers.gov,http://rivers.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
rl.gov,http://rl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
rocis.gov,http://rocis.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
rrb.gov,http://www.rrb.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
sac.gov,http://sac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
safecom.gov,http://www.safecom.gov,True,False,,False,False,False,False,True,False,False,,,False,False,True,False
safecomprogram.gov,http://www.safecomprogram.gov,True,True,http://www.dhs.gov/safecom,False,False,False,False,False,True,False,,,False,False,False,False
safercar.gov,http://www.safercar.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
saferproduct.gov,http://www.saferproduct.gov,True,True,http://www.saferproducts.gov/,False,False,False,False,False,True,False,,,False,False,False,False
saferproducts.gov,http://www.saferproducts.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
safertruck.gov,http://safertruck.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
safetyact.gov,https://safetyact.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
safetyvideos.gov,http://www.safetyvideos.gov,True,True,http://www.csb.gov/videos/,False,False,False,False,False,False,False,,,False,False,True,False
safexchange.gov,http://safexchange.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
safeyouth.gov,http://www.safeyouth.gov,True,True,http://vetoviolence.cdc.gov/apps/stryve/,False,False,False,False,False,False,False,,,False,False,True,False
salmonrecovery.gov,http://www.salmonrecovery.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
sam.gov,https://www.sam.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
samhsa.gov,http://www.samhsa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sandbox.gov,http://sandbox.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
sandia.gov,http://www.sandia.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
save.gov,http://www.save.gov,True,True,https://www.whitehouse.gov/save-award,True,False,False,False,False,False,True,max-age=86400,86400,True,True,False,False
saveaward.gov,http://www.saveaward.gov,True,True,https://www.whitehouse.gov/save-award,True,False,False,False,False,False,True,max-age=86400,86400,True,True,False,False
savingsbond.gov,http://savingsbond.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
savingsbonds.gov,http://savingsbonds.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
savingsbondwizard.gov,http://savingsbondwizard.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
sba.gov,http://www.sba.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sbir.gov,http://www.sbir.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sc-us.gov,http://sc-us.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
scidac.gov,http://www.scidac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
science.gov,http://www.science.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
science360.gov,http://www.science360.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
scienceaccelerator.gov,http://scienceaccelerator.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
sciencebase.gov,https://www.sciencebase.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
scienceeducation.gov,http://scienceeducation.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
scijinks.gov,http://www.scijinks.gov,True,True,http://scijinks.jpl.nasa.gov//,False,False,False,False,False,False,False,,,False,False,False,False
scinet-test.gov,http://scinet-test.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
scinet.gov,http://scinet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
scra.gov,http://www.scra.gov,True,True,http://www.justice.gov/crt/spec_topics/military/,False,False,False,False,False,False,False,,,False,False,False,False
scus.gov,http://scus.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
sdr.gov,http://www.sdr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
sec.gov,http://www.sec.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
secretservice.gov,http://www.secretservice.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
section108.gov,http://section108.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
section508.gov,http://section508.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
seguridadconsumidor.gov,http://www.seguridadconsumidor.gov,True,True,http://www.cpsc.gov/es/seguridadconsumidor/,False,False,False,False,False,True,False,,,False,False,False,False
segurosocial.gov,http://segurosocial.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
selectagents.gov,http://www.selectagents.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
selectusa.gov,http://www.selectusa.gov,True,True,http://selectusa.commerce.gov/,False,False,False,False,False,True,False,,,False,False,False,False
senate.gov,http://www.senate.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
senatecalendar.gov,http://www.senatecalendar.gov,True,True,http://www.gpo.gov/fdsys/browse/collection.action?collectioncode=ccal,False,False,False,False,False,False,False,,,False,False,False,False
senaterestaurants.gov,http://www.senaterestaurants.gov,True,True,http://www.aoc.gov/senaterestaurants,False,False,False,False,False,False,False,,,False,False,True,False
seniorcorps.gov,http://www.seniorcorps.gov,True,True,http://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,,,False,False,False,False
seniors.gov,http://www.seniors.gov,True,True,http://www.usa.gov/topics/seniors.shtml,False,False,False,False,False,True,False,,,False,False,False,False
sentinel.gov,http://www.sentinel.gov,True,True,https://www.ftc.gov/enforcement/consumer-sentinel-network,True,False,False,False,False,False,False,,,False,False,False,False
serve.gov,http://www.serve.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
serveindiana.gov,http://www.serveindiana.gov,True,True,http://www.in.gov/serveindiana/,False,False,False,False,False,False,False,,,False,False,False,False
service.gov,http://www.service.gov,True,True,http://www.serve.gov/,False,False,False,False,False,False,False,,,False,False,False,False
servicelearning.gov,http://www.servicelearning.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
servicemembers.gov,http://www.servicemembers.gov,True,True,http://www.justice.gov/crt/spec_topics/military/,False,False,False,False,False,False,False,,,False,False,False,False
servir.gov,http://servir.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
sftool.gov,https://sftool.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
sharetheroadsafely.gov,http://www.sharetheroadsafely.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
sierrawild.gov,http://sierrawild.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
sigtarp.gov,http://www.sigtarp.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
siteidiq.gov,http://www.siteidiq.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
sji.gov,http://www.sji.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
slgs.gov,http://slgs.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
smallbusiness.gov,http://smallbusiness.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
smart.gov,http://smart.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
smartcheck.gov,http://www.smartcheck.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
smartgrid.gov,https://www.smartgrid.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
smokefree.gov,http://smokefree.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
smokeybear.gov,http://smokeybear.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
snap.gov,http://snap.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
sns.gov,http://sns.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True
socialsecurity.gov,http://socialsecurity.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
socialsecurityadvisoryboard.gov,http://socialsecurityadvisoryboard.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
solardecathlon.gov,http://www.solardecathlon.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
spaceweather.gov,http://www.spaceweather.gov,True,True,http://www.swpc.noaa.gov/,False,False,False,False,False,False,False,,,False,False,False,False
speaker.gov,http://www.speaker.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
spectrum.gov,http://www.spectrum.gov,True,True,http://www.ntia.doc.gov/other-publication/2015/federal-government-spectrum-compendium,False,False,False,False,False,False,False,,,False,False,False,False
srs.gov,http://www.srs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
ssa.gov,http://ssa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ssab.gov,http://ssab.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sss.gov,http://www.sss.gov,True,False,,False,False,True,False,True,False,False,,,False,False,True,False
standards.gov,https://www.standards.gov,True,True,http://www.nist.gov/standardsgov/,False,True,False,False,False,True,False,,,False,False,False,False
start2farm.gov,http://start2farm.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
state.gov,http://www.state.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
stennis.gov,https://stennis.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
steroidabuse.gov,http://www.steroidabuse.gov,True,True,http://www.drugabuse.gov/drugs-abuse/steroids-anabolic,False,False,False,False,False,True,False,,,False,False,False,False
stopalcoholabuse.gov,http://stopalcoholabuse.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
stopbullying.gov,http://www.stopbullying.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
stopfakes.gov,http://www.stopfakes.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
stopfraud.gov,http://www.stopfraud.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
stopmedicarefraud.gov,http://www.stopmedicarefraud.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
strategicsourcing.gov,https://strategicsourcing.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
strongmiddleclass.gov,http://www.strongmiddleclass.gov,True,True,https://www.whitehouse.gov/strongmiddleclass,True,False,False,False,False,False,False,,,False,False,False,False
strongports.gov,http://www.strongports.gov,True,True,http://www.marad.dot.gov/ports/strongports/,False,False,False,False,False,True,False,,,False,False,False,False
studentaid.gov,http://www.studentaid.gov,True,True,https://studentaid.ed.gov/sa/,True,False,False,False,False,False,False,,,False,False,False,False
studentloans.gov,https://www.studentloans.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
supportthevoter.gov,http://www.supportthevoter.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
supreme-court.gov,http://supreme-court.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
supremecourt.gov,http://www.supremecourt.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
supremecourtus.gov,http://www.supremecourtus.gov,True,True,http://www.supremecourt.gov/,False,False,False,False,False,True,False,,,False,False,True,False
surgeongeneral.gov,http://www.surgeongeneral.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sustainability.gov,http://sustainability.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
sustainablecommunities.gov,http://www.sustainablecommunities.gov,True,False,,True,False,True,False,False,False,False,,,False,False,True,False
swpa.gov,http://swpa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
symbols.gov,https://www.symbols.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
taaps.gov,http://taaps.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tax.gov,http://www.tax.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
taxreform.gov,https://taxreform.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
tcis.gov,http://tcis.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
tda.gov,http://tda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
teachingprimarysources.gov,http://www.teachingprimarysources.gov,True,True,http://www.loc.gov/teachers/tps/,False,False,False,False,False,True,False,,,False,False,False,False
teachingwithprimarysources.gov,http://www.teachingwithprimarysources.gov,True,True,http://www.loc.gov/teachers/tps/,False,False,False,False,False,True,False,,,False,False,False,False
telework.gov,http://telework.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tfhrc.gov,http://www.tfhrc.gov,True,True,http://www.fhwa.dot.gov/research/,False,False,False,False,False,True,False,,,False,False,True,False
thecoolspot.gov,http://thecoolspot.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
thepeoplesgarden.gov,http://thepeoplesgarden.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
therealcost.gov,http://www.therealcost.gov,True,True,http://therealcost.betobaccofree.hhs.gov/,False,False,False,False,False,True,False,,,False,False,False,False
thesecondthing.gov,http://www.thesecondthing.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
thomas.gov,http://www.thomas.gov,True,True,https://www.congress.gov/,False,False,False,False,False,True,False,,,False,False,False,False
tigta.gov,http://www.tigta.gov,True,True,http://www.treasury.gov/tigta/,False,False,False,False,False,False,False,,,False,False,False,False
tigtanet.gov,http://tigtanet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
time.gov,http://time.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
tissueengineering.gov,http://tissueengineering.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tobacco.gov,http://www.tobacco.gov,True,True,http://betobaccofree.hhs.gov/,False,False,False,False,False,True,False,,,False,False,False,False
tps.gov,http://www.tps.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
trade.gov,http://trade.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
trafficsafetymarketing.gov,http://www.trafficsafetymarketing.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
transparency.gov,http://www.transparency.gov,True,True,,False,False,False,False,False,True,False,,,False,False,True,False
transportation.gov,http://www.transportation.gov,True,False,,True,False,True,False,False,False,False,,,False,False,True,False
transportationresearch.gov,http://www.transportationresearch.gov,True,True,,False,False,False,False,False,False,False,,,False,False,True,False
treas.gov,http://www.treas.gov,True,True,http://www.treasury.gov/pages/default.aspx,False,False,False,False,False,True,False,,,False,False,False,False
treaslockbox.gov,https://www.treaslockbox.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
treasury.fed.us,http://treasury.fed.us,True,True,,False,False,False,True,False,True,False,,,False,False,False,True
treasury.gov,http://www.treasury.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
treasuryauction.gov,http://treasuryauction.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
treasuryauctions.gov,http://treasuryauctions.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
treasurydirect.gov,http://treasurydirect.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
treasuryecm.gov,http://treasuryecm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
treasuryhunt.gov,http://treasuryhunt.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
treasuryscams.gov,http://treasuryscams.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tribaljusticeandsafety.gov,http://www.tribaljusticeandsafety.gov,True,True,http://www.justice.gov/tribal,False,False,False,False,False,False,False,,,False,False,False,False
trs.gov,http://trs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
truman.gov,http://www.truman.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
tsa.gov,http://www.tsa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
tsc.gov,http://www.tsc.gov,True,True,https://www.fbi.gov/about-us/nsb/tsc,False,False,False,False,False,False,False,,,False,False,True,False
tsp.gov,https://www.tsp.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
tsptest.gov,http://tsptest.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
tsunami.gov,http://www.tsunami.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tswg.gov,http://tswg.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ttb.gov,http://ttb.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ttbonline.gov,http://www.ttbonline.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ttic.gov,http://ttic.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ttlplus.gov,http://ttlplus.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
tva.gov,http://tva.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
tvaoig.gov,http://tvaoig.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
twai.gov,http://twai.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uce.gov,http://uce.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ucia.gov,http://ucia.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ucrdatatool.gov,http://ucrdatatool.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
udall.gov,http://udall.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ugov.gov,http://ugov.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
unicor.gov,http://www.unicor.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
unionreports.gov,http://www.unionreports.gov,True,True,http://www.dol.gov/olms/regs/compliance/rrlo/lmrda.htm,False,False,False,False,False,True,False,,,False,False,False,False
unitedstates.gov,http://www.unitedstates.gov,True,True,http://www.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
unitedstatescongress.gov,http://www.unitedstatescongress.gov,True,True,https://www.congress.gov/,False,False,False,False,False,True,False,,,False,False,False,False
unitedweride.gov,http://www.unitedweride.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
unlocktalent.gov,https://unlocktalent.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
unnpp.gov,http://unnpp.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
unrpnet.gov,http://unrpnet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
urbanwaters.gov,http://urbanwaters.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
us-cert.gov,https://www.us-cert.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
us.gov,http://www.us.gov,True,True,http://www.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
usa.gov,http://www.usa.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
usability.gov,http://www.usability.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
usadf.gov,http://usadf.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usagov.gov,http://www.usagov.gov,True,True,http://www.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
usaid.gov,http://www.usaid.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
usaidallnet.gov,https://www.usaidallnet.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
usajobs.gov,https://www.usajobs.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False
usalearning.gov,https://usalearning.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
usandc.gov,http://www.usandc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
usap.gov,http://usap.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
usaperformance.gov,http://www.usaperformance.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
usaspending.gov,https://www.usaspending.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
usastaffing.gov,https://www.usastaffing.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
usbankruptcy.gov,http://www.usbankruptcy.gov,True,True,http://www.uscourts.gov/services-forms/bankruptcy,False,False,False,False,False,True,False,,,False,False,True,False
usbg.gov,http://usbg.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
usbm.gov,http://usbm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
usbr.gov,http://www.usbr.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
usc.gov,http://usc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uscapital.gov,http://www.uscapital.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
uscapitol.gov,http://www.uscapitol.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
uscapitolpolice.gov,http://www.uscapitolpolice.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
uscapitolvisitorcenter.gov,http://www.uscapitolvisitorcenter.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
uscavc.gov,http://uscavc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uscc.gov,http://www.uscc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
usccr.gov,http://www.usccr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
uscg.gov,http://uscg.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uscirf.gov,http://www.uscirf.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
uscis.gov,http://www.uscis.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
uscode.gov,http://www.uscode.gov,True,True,http://www.gpo.gov/fdsys/browse/collectionuscode.action?collectioncode=uscode,False,False,False,False,False,False,False,,,False,False,False,False
uscongress.gov,http://www.uscongress.gov,True,True,https://www.congress.gov/,False,False,False,False,False,True,False,,,False,False,False,False
usconsulate.gov,http://www.usconsulate.gov,True,True,http://www.usembassy.gov/,False,False,False,False,True,True,False,,,False,False,False,False
uscourts.gov,http://www.uscourts.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
uscp.gov,http://uscp.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uscva.gov,http://uscva.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
uscvc.gov,http://www.uscvc.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
usda.gov,http://www.usda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
usdapii.gov,http://www.usdapii.gov,True,True,http://www.usda.gov/wps/portal/usda/usdahome?navid=usdapii,False,False,False,False,False,True,False,,,False,False,False,False
usdebitcard.gov,http://usdebitcard.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usdoj.gov,http://www.usdoj.gov,True,True,http://www.justice.gov/,False,False,False,False,False,False,False,,,False,False,False,False
usembassy-mexico.gov,http://usembassy-mexico.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
usembassy.gov,http://www.usembassy.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
userra.gov,http://www.userra.gov,True,True,http://www.justice.gov/crt/spec_topics/military/,False,False,False,False,False,False,False,,,False,False,False,False
usgcrp.gov,http://www.usgcrp.gov,True,True,http://www.globalchange.gov/,False,False,False,False,False,False,False,,,False,False,False,False
usgeo.gov,http://www.usgeo.gov,True,True,https://www.whitehouse.gov/administration/eop/ostp/nstc/committees/cenrs/usgeo,False,False,False,False,True,True,False,,,False,False,False,False
usgovernment.gov,http://www.usgovernment.gov,True,True,http://www.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
usgovernmentmanual.gov,http://www.usgovernmentmanual.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usgs.gov,http://usgs.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
